App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,Magic String Test,New Eager Test
46,ConsoleViewTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/46/ConsoleViewTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/46/ConsoleView.java,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47,ViewFactoryTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/47/ViewFactoryTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/47/ViewFactory.java,,,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
48,UserProfileTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/48/UserProfileTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/48/UserProfile.java,,,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
49,SocialNetworkAndControllerTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/49/SocialNetworkAndControllerTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/49/SocialNetworkAndController.java,,,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
50,ProfileFactoryTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/50/ProfileFactoryTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/50/ProfileFactory.java,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
51,OrganizationProfileTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/51/OrganizationProfileTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/51/OrganizationProfile.java,,,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
52,JsonProcessorTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/52/JsonProcessorTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/52/JsonProcessor.java,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
53,HotelReviewServiceTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/53/HotelReviewServiceTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/53/HotelReviewService.java,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
54,JdbcUserDaoTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/54/JdbcUserDaoTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/54/JdbcUserDao.java,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
55,MenuTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/55/MenuTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/55/Menu.java,,,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,MoneyBoxTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/56/MoneyBoxTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/56/MoneyBox.java,,,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
57,SnackInputTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/57/SnackInputTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/57/SnackInput.java,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
58,VendableSoundTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/58/VendableSoundTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/58/VendableSound.java,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
59,EmployeeServiceImplTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/59/EmployeeServiceImplTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/59/EmployeeServiceImpl.java,,,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
60,TodoServiceTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/60/TodoServiceTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/60/TodoService.java,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
61,TodoRepositoryTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/61/TodoRepositoryTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/61/TodoRepository.java,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
62,UsuarioTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/62/UsuarioTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/62/Usuario.java,,,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
63,CalculadoraTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/63/CalculadoraTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/63/Calculadora.java,,,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
64,CalculoValorLocacaoTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/64/CalculoValorLocacaoTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/64/CalculoValorLocacao.java,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65,LocacaoServiceTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/65/LocacaoServiceTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/65/LocacaoService.java,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
66,CashCardApplicationTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/66/CashCardApplicationTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/66/CashCardApplication.java,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
67,CashCardJsonTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/67/CashCardJsonTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/67/CashCardJson.java,,,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
68,LibraryTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/68/LibraryTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/68/Library.java,,,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
69,LoanApplicationTests.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/69/LoanTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/69/Loan.java,,,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
70,SomeBusinessImplTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/70/SomeBusinessImplTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/70/SomeBusinessImpl.java,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,ItemBusinessServiceTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/71/ItemBusinessServiceTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/71/ItemBusinessService.java,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
72,AccountManagerTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/72/AccountManagerTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/72/AccountManager.java,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
73,AccountTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/73/AccountTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/73/Account.java,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
74,BankDepositsTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/74/BankDepositsTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/74/BankDeposits.java,,,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
75,BankingAppTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/75/BankingAppTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/75/BankingApp.java,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,LoanManagerTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/76/LoanManagerTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/76/LoanManager.java,,,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
77,ItemDaoDBImplTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/77/ItemDaoDBImplTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/77/ItemDaoDBImpl.java,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
78,ItemDaoDBImpl2Test.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/78/ItemDaoDBImpl2Test.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/78/ItemDaoDBImpl2.java,,,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
79,UserTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/79/UserTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/79/User.java,,,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,ShoppingCartTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/80/ShoppingCartTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/80/ShoppingCart.java,,,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,ProductTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/81/ProductTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/81/Product.java,,,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
82,ProductDaoTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/82/ProductDaoTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/82/ProductDaoImpl.java,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
83,ShoppingCartDaoTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/83/ShoppingCartDaoTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/83/ShoppingCartDaoImpl.java,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
84,UserDaoTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/84/UserDaoTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/84/UserDaoImpl.java,,,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
85,BasketSplitterTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/85/BasketSplitterTest.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/85/BasketSplitter.java,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
86,HttpRequest06Test.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/86/HttpRequest06Test.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/86/HttpRequest.java,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
87,HttpRequest07Test.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/87/HttpRequest07Test.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/87/HttpRequest.java,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
88,HttpRequest08Test.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/88/HttpRequest08Test.java,/mnt/c/Users/GIULIANO/Desktop/Tirocinio/Migliorato/TestSmellDetector/dataset/88/HttpRequest.java,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
